time,combination,permutation,Indiana,Illinois,Iowa,Maryland,Michigan,Michigan State,Minnesota,Nebraska,Northwestern,OSU,Penn State,Purdue,Rutgers,Wisconsin,probability
1441372462.082656,10,364191,1,2,3,5,4,6,12,7,11,10,1,13,8,9,.003738060127943754
1441372462.083161,10,365271,1,2,3,5,4,6,12,8,11,7,1,10,13,9,.004168394953012466
1441372462.083359,10,365565,1,2,3,5,4,6,12,9,11,7,1,13,8,10,.0042764851823449135
1441372462.083465,10,365639,1,2,3,5,4,6,12,13,11,7,1,10,8,9,.004550605546683073
1441372462.084435,10,367839,1,2,3,5,4,6,12,9,11,10,1,13,8,7,.00474665267392993
1441372462.113752,10,387399,1,2,3,5,4,8,12,9,11,6,1,10,13,7,.004821093287318945
1441372462.122444,10,409311,1,2,3,12,4,5,6,7,11,8,1,10,13,9,.00560050830245018
1441372462.122679,10,409551,1,2,3,12,4,5,6,7,11,10,1,13,8,9,.006866649258881807
1441372462.123208,10,410631,1,2,3,12,4,5,6,8,11,7,1,10,13,9,.007657153997570276
1441372462.123401,10,410925,1,2,3,12,4,5,6,9,11,7,1,13,8,10,.007855711504817009
1441372462.123504,10,410999,1,2,3,12,4,5,6,13,11,7,1,10,8,9,.008359257131814957
1441372462.124474,10,413199,1,2,3,12,4,5,6,9,11,10,1,13,8,7,.008719389326870441
1441372462.344218,10,773511,1,2,3,12,5,4,6,8,11,7,1,10,13,9,.009163138456642628
1441372462.344548,10,773805,1,2,3,12,5,4,6,9,11,7,1,13,8,10,.009400746785104275
1441372462.344675,10,773879,1,2,3,12,5,4,6,13,11,7,1,10,8,9,.010003328323364258
1441372462.34583,10,776079,1,2,3,12,5,4,6,9,11,10,1,13,8,7,.01043428760021925
1441372462.38891,10,831537,1,2,3,12,10,4,5,9,11,6,1,13,8,7,.010494065470993519
1441372462.422523,10,859545,1,2,3,12,10,4,6,5,11,7,1,13,8,9,.011487437412142754
1441372462.47653,10,942417,1,2,3,12,10,4,6,9,11,5,1,13,8,7,.011737733148038387
1441372462.587026,10,1136759,1,2,3,12,5,6,4,13,11,7,1,10,8,9,.012337828986346722
1441372462.588111,10,1138959,1,2,3,12,5,6,4,9,11,10,1,13,8,7,.012869363650679588
1441372462.594293,10,1153599,1,2,3,12,5,8,4,9,11,6,1,10,13,7,.013071192428469658
1441372462.62212,10,1176711,1,2,3,12,6,5,4,8,11,7,1,10,13,9,.013304892927408218
1441372462.622445,10,1177005,1,2,3,12,6,5,4,9,11,7,1,13,8,10,.013649899512529373
1441372462.622571,10,1177079,1,2,3,12,6,5,4,13,11,7,1,10,8,9,.014524847269058228
1441372462.623745,10,1179279,1,2,3,12,6,5,4,9,11,10,1,13,8,7,.015150604769587517
1441372462.630552,10,1194417,1,2,3,12,10,5,4,9,11,6,1,13,8,7,.017306869849562645
1441372464.111048,10,3630111,1,2,4,3,5,6,12,7,11,10,1,13,8,9,.019894998520612717
1441372464.111634,10,3631191,1,2,4,3,5,6,12,8,11,7,1,10,13,9,.02218535728752613
1441372464.111841,10,3631485,1,2,4,3,5,6,12,9,11,7,1,13,8,10,.022760646417737007
1441372464.111976,10,3631559,1,2,4,3,5,6,12,13,11,7,1,10,8,9,.024219587445259094
1441372464.112902,10,3633759,1,2,4,3,5,6,12,9,11,10,1,13,8,7,.02526300586760044
1441372464.121391,10,3653319,1,2,4,3,5,8,12,9,11,6,1,10,13,7,.02565920725464821
1441372464.147407,10,3671511,1,2,4,3,6,5,12,8,11,7,1,10,13,9,.026117967441678047
1441372464.147685,10,3671805,1,2,4,3,6,5,12,9,11,7,1,13,8,10,.02679523080587387
1441372464.147795,10,3671879,1,2,4,3,6,5,12,13,11,7,1,10,8,9,.02851278707385063
1441372464.148735,10,3674079,1,2,4,3,6,5,12,9,11,10,1,13,8,7,.029741162434220314
1441372464.157194,10,3694251,1,2,4,3,10,5,12,9,11,6,1,13,8,7,.03397399187088013
1441372465.072545,10,5186043,1,2,9,3,10,5,12,4,11,6,1,13,8,7,.0385095477104187
1441372762.791473,10,484187643,2,1,9,3,10,5,12,4,11,6,2,13,8,7,.040996432304382324
1441373360.258895,10,1444327823,2,4,9,1,3,5,12,13,11,6,2,10,8,7,.04300326108932495
1441376336.578732,11,49,1,2,3,4,5,6,7,8,10,11,9,1,12,13,4562899630400352e-20
1441376336.578811,11,50,1,2,3,4,5,6,7,8,10,11,9,1,13,12,.00046703621046617627
1441376336.578875,11,56,1,2,3,4,5,6,7,8,11,10,9,1,13,12,.000691886933054775
1441376336.57916,11,568,1,2,3,4,5,6,7,13,11,10,9,1,8,12,.0007553276373073459
1441376336.579405,11,1029,1,2,3,4,5,6,12,7,11,8,9,1,13,10,.0007783508626744151
1441376336.579716,11,1629,1,2,3,4,5,6,12,8,7,11,9,1,13,10,.000864755769725889
1441376336.579954,11,2015,1,2,3,4,5,6,12,13,7,11,9,1,8,10,.0009440472349524498
1441376336.58015,11,2349,1,2,3,4,5,6,12,8,11,7,9,1,13,10,.001064180862158537
1441376336.580382,11,2735,1,2,3,4,5,6,12,13,11,7,9,1,8,10,.0011617580894380808
1441376336.581121,11,4527,1,2,3,4,5,6,12,8,11,10,9,1,13,7,.0011811794247478247
1441376336.581419,11,5039,1,2,3,4,5,6,12,13,11,10,9,1,8,7,.0012894850224256516
1441376336.596924,11,43055,1,2,3,4,6,5,12,13,11,7,9,1,8,10,.0013676929520443082
1441376336.597899,11,44847,1,2,3,4,6,5,12,8,11,10,9,1,13,7,.0013905571540817618
1441376336.598225,11,45359,1,2,3,4,6,5,12,13,11,10,9,1,8,7,.0015180606860667467
1441376336.625479,11,65115,1,2,3,4,10,5,12,8,11,6,9,1,13,7,.0015884642489254475
1441376336.625839,11,65501,1,2,3,4,10,5,12,13,11,6,9,1,8,7,.0017341142520308495
1441376336.791869,11,363448,1,2,3,5,4,6,7,13,11,10,9,1,8,12,.0018611164996400476
1441376336.792236,11,363909,1,2,3,5,4,6,12,7,11,8,9,1,13,10,.0019178451038897038
1441376336.792578,11,364509,1,2,3,5,4,6,12,8,7,11,9,1,13,10,.002130745444446802
1441376336.792831,11,364895,1,2,3,5,4,6,12,13,7,11,9,1,8,10,.0023261187598109245
1441376336.793036,11,365229,1,2,3,5,4,6,12,8,11,7,9,1,13,10,.0026221261359751225
1441376336.793275,11,365615,1,2,3,5,4,6,12,13,11,7,9,1,8,10,.0028625554405152798
1441376336.794178,11,367407,1,2,3,5,4,6,12,8,11,10,9,1,13,7,.002910409588366747
1441376336.794559,11,367919,1,2,3,5,4,6,12,13,11,10,9,1,8,7,.0031772719230502844
1441376336.826881,11,409269,1,2,3,12,4,5,6,7,11,8,9,1,13,10,.0035229960922151804
1441376336.827305,11,409869,1,2,3,12,4,5,6,8,7,11,9,1,13,10,.003914084285497665
1441376336.827574,11,410255,1,2,3,12,4,5,6,13,7,11,9,1,8,10,.004272975493222475
1441376336.827799,11,410589,1,2,3,12,4,5,6,8,11,7,9,1,13,10,.004816728178411722
1441376336.828037,11,410975,1,2,3,12,4,5,6,13,11,7,9,1,8,10,.005258385557681322
1441376336.828941,11,412767,1,2,3,12,4,5,6,8,11,10,9,1,13,7,.005346291698515415
1441376336.829314,11,413279,1,2,3,12,4,5,6,13,11,10,9,1,8,7,.005836506374180317
1441376337.061967,11,773855,1,2,3,12,5,4,6,13,11,7,9,1,8,10,.006292588077485561
1441376337.062984,11,775647,1,2,3,12,5,4,6,8,11,10,9,1,13,7,.006397782359272242
1441376337.063367,11,776159,1,2,3,12,5,4,6,13,11,10,9,1,8,7,.006984410807490349
1441376337.086275,11,831587,1,2,3,12,10,4,5,13,11,6,9,1,8,7,.007024422287940979
1441376337.163667,11,942081,1,2,3,12,10,4,6,8,11,5,9,1,13,7,.00719698891043663
1441376337.163973,11,942467,1,2,3,12,10,4,6,13,11,5,9,1,8,7,.007856898009777069
1441376337.272307,11,1138527,1,2,3,12,5,6,4,8,11,10,9,1,13,7,.007890848442912102
1441376337.272645,11,1139039,1,2,3,12,5,6,4,13,11,10,9,1,8,7,.008614378049969673
1441376337.305917,11,1177055,1,2,3,12,6,5,4,13,11,7,9,1,8,10,.009136845357716084
1441376337.306757,11,1178847,1,2,3,12,6,5,4,8,11,10,9,1,13,7,.009289590641856194
1441376337.307054,11,1179359,1,2,3,12,6,5,4,13,11,10,9,1,8,7,.010141376405954361
1441376337.312958,11,1194081,1,2,3,12,10,5,4,8,11,6,9,1,13,7,.010611704550683498
1441376337.313279,11,1194467,1,2,3,12,10,5,4,13,11,6,9,1,8,7,.011584718711674213
1441376338.833722,11,3630815,1,2,4,3,5,6,12,13,7,11,9,1,8,10,.012380251660943031
1441376338.834032,11,3631149,1,2,4,3,5,6,12,8,11,7,9,1,13,10,.013955684378743172
1441376338.834285,11,3631535,1,2,4,3,5,6,12,13,11,7,9,1,8,10,.015235316008329391
1441376338.835186,11,3633327,1,2,4,3,5,6,12,8,11,10,9,1,13,7,.015490008518099785
1441376338.835565,11,3633839,1,2,4,3,5,6,12,13,11,10,9,1,8,7,.01691032573580742
1441376338.868315,11,3671855,1,2,4,3,6,5,12,13,11,7,9,1,8,10,.01793595217168331
1441376338.869277,11,3673647,1,2,4,3,6,5,12,8,11,10,9,1,13,7,.018235789611935616
1441376338.869648,11,3674159,1,2,4,3,6,5,12,13,11,10,9,1,8,7,.0199078731238842
1441376338.878237,11,3693915,1,2,4,3,10,5,12,8,11,6,9,1,13,7,.020831149071455002
1441376338.878528,11,3694301,1,2,4,3,10,5,12,13,11,6,9,1,8,7,.022741207852959633
1441376638.315383,11,480196067,2,1,3,12,10,5,4,13,11,6,9,2,8,7,.024505682289600372
1441376639.825736,11,482632415,2,1,4,3,5,6,12,13,7,11,9,2,8,10,.02618851326406002
1441376639.825993,11,482632749,2,1,4,3,5,6,12,8,11,7,9,2,13,10,.029521102085709572
1441376639.826214,11,482633135,2,1,4,3,5,6,12,13,11,7,9,2,8,10,.03222796320915222
1441376639.826963,11,482634927,2,1,4,3,5,6,12,8,11,10,9,2,13,7,.03276672586798668
1441376639.827252,11,482635439,2,1,4,3,5,6,12,13,11,10,9,2,8,7,.03577118366956711
1441376639.843513,11,482673455,2,1,4,3,6,5,12,13,11,7,9,2,8,10,.03794073686003685
1441376639.844321,11,482675247,2,1,4,3,6,5,12,8,11,10,9,2,13,7,.03857499733567238
1441376639.844612,11,482675759,2,1,4,3,6,5,12,13,11,10,9,2,8,7,.042112041264772415
1441376639.853083,11,482695515,2,1,4,3,10,5,12,8,11,6,9,2,13,7,.04406508058309555
1441376639.853413,11,482695901,2,1,4,3,10,5,12,13,11,6,9,2,8,7,.04810551181435585
1441377242.515403,11,1444307759,2,4,6,1,3,5,12,13,11,10,9,2,8,7,.05222656950354576
1441377242.52603,11,1444332863,2,4,9,1,3,5,12,13,11,10,6,2,8,7,.055406827479600906
1441380244.650922,12,49,1,2,3,4,5,6,7,8,10,11,9,12,1,13,.0005317790200933814
1441380244.65101,12,50,1,2,3,4,5,6,7,8,10,11,9,13,1,12,.001503771054558456
1441380244.651088,12,56,1,2,3,4,5,6,7,8,11,10,9,13,1,12,.002227748977020383
1441380244.651513,12,1029,1,2,3,4,5,6,12,7,11,8,9,13,1,10,.0025061473716050386
1441380244.651804,12,1629,1,2,3,4,5,6,12,8,7,11,9,13,1,10,.002784355077892542
1441380244.652167,12,2349,1,2,3,4,5,6,12,8,11,7,9,13,1,10,.0034264675341546535
1441380244.653068,12,4527,1,2,3,4,5,6,12,8,11,10,9,13,1,7,.0038031816948205233
1441380244.661536,12,24575,1,2,3,4,5,8,12,13,11,6,9,10,1,7,.004217018373310566
1441380244.68527,12,44847,1,2,3,4,6,5,12,8,11,10,9,13,1,7,.004477338865399361
1441380244.693883,12,65115,1,2,3,4,10,5,12,8,11,6,9,13,1,7,.00511456374078989
1441380244.877965,12,362936,1,2,3,5,4,6,7,8,11,10,9,13,1,12,.005489140748977661
1441380244.878479,12,363909,1,2,3,5,4,6,12,7,11,8,9,13,1,10,.00617511011660099
1441380244.878777,12,364509,1,2,3,5,4,6,12,8,7,11,9,13,1,10,.006860609631985426
1441380244.879126,12,365229,1,2,3,5,4,6,12,8,11,7,9,13,1,10,.008442766033113003
1441380244.880032,12,367407,1,2,3,5,4,6,12,8,11,10,9,13,1,7,.009370985440909863
1441380244.887753,12,387455,1,2,3,5,4,8,12,13,11,6,9,10,1,7,.010390671901404858
1441380244.896643,12,409269,1,2,3,12,4,5,6,7,11,8,9,13,1,10,.011343401856720448
1441380244.897021,12,409869,1,2,3,12,4,5,6,8,7,11,9,13,1,10,.012602634727954865
1441380244.897394,12,410589,1,2,3,12,4,5,6,8,11,7,9,13,1,10,.015508982352912426
1441380244.898353,12,412767,1,2,3,12,4,5,6,8,11,10,9,13,1,7,.017214080318808556
1441380245.133323,12,773469,1,2,3,12,5,4,6,8,11,7,9,13,1,10,.018559236079454422
1441380245.134521,12,775647,1,2,3,12,5,4,6,8,11,10,9,13,1,7,.020599687471985817
1441380245.157103,12,831201,1,2,3,12,10,4,5,8,11,6,9,13,1,7,.020717697218060493
1441380245.185279,12,861561,1,2,3,12,10,4,6,5,11,8,9,13,1,7,.02106308937072754
1441380245.233084,12,942081,1,2,3,12,10,4,6,8,11,5,9,13,1,7,.023172985762357712
1441380245.346756,12,1138527,1,2,3,12,5,6,4,8,11,10,9,13,1,7,.025407085195183754
1441380245.371083,12,1153655,1,2,3,12,5,8,4,13,11,6,9,10,1,7,.028171716257929802
1441380245.381074,12,1178847,1,2,3,12,6,5,4,8,11,10,9,13,1,7,.029910780489444733
1441380245.388141,12,1194081,1,2,3,12,10,5,4,8,11,6,9,13,1,7,.03416774421930313
1441380246.969281,12,3630429,1,2,4,3,5,6,12,8,7,11,9,13,1,10,.03651408106088638
1441380246.969822,12,3631149,1,2,4,3,5,6,12,8,11,7,9,13,1,10,.044934745877981186
1441380246.970927,12,3633327,1,2,4,3,5,6,12,8,11,10,9,13,1,7,.04987499117851257
1441380246.97978,12,3653375,1,2,4,3,5,8,12,13,11,6,9,10,1,7,.055302053689956665
1441380246.988094,12,3673647,1,2,4,3,6,5,12,8,11,10,9,13,1,7,.058715902268886566
1441380247.013894,12,3693915,1,2,4,3,10,5,12,8,11,6,9,13,1,7,.06707248836755753
1441380248.032566,12,5311683,1,2,9,3,10,8,12,4,11,5,6,13,1,7,.06830864399671555
1441384154.846734,13,49,1,2,3,4,5,6,7,8,10,11,9,12,13,1,.00011165067553520203
1441384154.846807,13,51,1,2,3,4,5,6,7,8,10,12,9,11,13,1,.00011348062980687246
1441384154.846866,13,55,1,2,3,4,5,6,7,8,11,10,9,12,13,1,.00016540396609343588
1441384154.846924,13,61,1,2,3,4,5,6,7,8,11,12,9,10,13,1,.00030283158412203193
1441384154.847231,13,694,1,2,3,4,5,6,7,13,11,12,9,10,8,1,.00033059893758036196
1441384154.847409,13,1023,1,2,3,4,5,6,12,7,11,8,9,10,13,1,.00040999898919835687
1441384154.847612,13,1407,1,2,3,4,5,6,12,7,11,10,9,13,8,1,.0005026900325901806
1441384154.848022,13,2343,1,2,3,4,5,6,12,8,11,7,9,10,13,1,.0005605609039776027
1441384154.848283,13,2855,1,2,3,4,5,6,12,13,11,7,9,10,8,1,.0006119600730016828
1441384154.856143,13,23011,1,2,3,4,5,11,12,13,7,6,9,10,8,1,.0006165766972117126
1441384154.863937,13,42663,1,2,3,4,6,5,12,8,11,7,9,10,13,1,.0006599266780540347
1441384154.864273,13,43175,1,2,3,4,6,5,12,13,11,7,9,10,8,1,.000720436975825578
1441384154.896444,13,69051,1,2,3,4,10,5,12,9,11,7,6,13,8,1,.0007972155581228435
1441384155.068374,13,363574,1,2,3,5,4,6,7,13,11,12,9,10,8,1,.0008145910687744617
1441384155.068634,13,363903,1,2,3,5,4,6,12,7,11,8,9,10,13,1,.001010231557302177
1441384155.068845,13,364287,1,2,3,5,4,6,12,7,11,10,9,13,8,1,.001238620956428349
1441384155.06927,13,365223,1,2,3,5,4,6,12,8,11,7,9,10,13,1,.0013812141260132194
1441384155.069549,13,365735,1,2,3,5,4,6,12,13,11,7,9,10,8,1,.0015078607248142362
1441384155.09703,13,385891,1,2,3,5,4,11,12,13,7,6,9,10,8,1,.0015192358987405896
1441384155.10625,13,409263,1,2,3,12,4,5,6,7,11,8,9,10,13,1,.0018557504517957568
1441384155.106518,13,409647,1,2,3,12,4,5,6,7,11,10,9,13,8,1,.00227529089897871
1441384155.10696,13,410583,1,2,3,12,4,5,6,8,11,7,9,10,13,1,.0025372281670570374
1441384155.107231,13,411095,1,2,3,12,4,5,6,13,11,7,9,10,8,1,.0027698727790266275
1441384155.332899,13,773463,1,2,3,12,5,4,6,8,11,7,9,10,13,1,.0030362422112375498
1441384155.333239,13,773975,1,2,3,12,5,4,6,13,11,7,9,10,8,1,.0033146420028060675
1441384155.3856,13,859641,1,2,3,12,10,4,6,5,11,7,9,13,8,1,.0038064075633883476
1441384155.548716,13,1136855,1,2,3,12,5,6,4,13,11,7,9,10,8,1,.004088187590241432
1441384155.555119,13,1151973,1,2,3,12,5,11,4,13,7,6,9,10,8,1,.004119029268622398
1441384155.584063,13,1176663,1,2,3,12,6,5,4,8,11,7,9,10,13,1,.004408628214150667
1441384155.5844,13,1177175,1,2,3,12,6,5,4,13,11,7,9,10,8,1,.004812865052372217
1441384155.593107,13,1198017,1,2,3,12,10,5,4,9,11,7,6,13,8,1,.005325783509761095
1441384157.089283,13,3629823,1,2,4,3,5,6,12,7,11,8,9,10,13,1,.005376733839511871
1441384157.089653,13,3630207,1,2,4,3,5,6,12,7,11,10,9,13,8,1,.006592285819351673
1441384157.090182,13,3631143,1,2,4,3,5,6,12,8,11,7,9,10,13,1,.007351205218583345
1441384157.090549,13,3631655,1,2,4,3,5,6,12,13,11,7,9,10,8,1,.008025255054235458
1441384157.09972,13,3651811,1,2,4,3,5,11,12,13,7,6,9,10,8,1,.008085797540843487
1441384157.12335,13,3671463,1,2,4,3,6,5,12,8,11,7,9,10,13,1,.00865428987890482
1441384157.123735,13,3671975,1,2,4,3,6,5,12,13,11,7,9,10,8,1,.009447824209928513
1441384157.134798,13,3697851,1,2,4,3,10,5,12,9,11,7,6,13,8,1,.010454699397087097
1441384158.033046,13,5163795,1,2,6,3,10,5,12,4,11,7,9,13,8,1,.011170214973390102
1441384158.043805,13,5189643,1,2,9,3,10,5,12,4,11,7,6,13,8,1,.011850408278405666
1441384454.28264,13,480138455,2,1,3,12,5,6,4,13,11,7,9,10,8,2,.012149701826274395
1441384454.288867,13,480153573,2,1,3,12,5,11,4,13,7,6,9,10,8,2,.012241359800100327
1441384454.317512,13,480178263,2,1,3,12,6,5,4,8,11,7,9,10,13,2,.013102020137012005
1441384454.317859,13,480178775,2,1,3,12,6,5,4,13,11,7,9,10,8,2,.014303374104201794
1441384454.326732,13,480199617,2,1,3,12,10,5,4,9,11,7,6,13,8,2,.015827717259526253
1441384455.804816,13,482631423,2,1,4,3,5,6,12,7,11,8,9,10,13,2,.015979135408997536
1441384455.805155,13,482631807,2,1,4,3,5,6,12,7,11,10,9,13,8,2,.019591638818383217
1441384455.805646,13,482632743,2,1,4,3,5,6,12,8,11,7,9,10,13,2,.02184707671403885
1441384455.805984,13,482633255,2,1,4,3,5,6,12,13,11,7,9,10,8,2,.02385028824210167
1441384455.814612,13,482653411,2,1,4,3,5,11,12,13,7,6,9,10,8,2,.024030214175581932
1441384455.838457,13,482673063,2,1,4,3,6,5,12,8,11,7,9,10,13,2,.025719719007611275
1441384455.83888,13,482673575,2,1,4,3,6,5,12,13,11,7,9,10,8,2,.028078023344278336
1441384455.850136,13,482699451,2,1,4,3,10,5,12,9,11,7,6,13,8,2,.03107036091387272
1441384456.739736,13,484165395,2,1,6,3,10,5,12,4,11,7,9,13,8,2,.03319680690765381
1441384456.7695,13,484191243,2,1,9,3,10,5,12,4,11,7,6,13,8,2,.03521827608346939
1441384632.258433,13,767637963,7,1,9,3,10,5,12,4,2,11,6,13,8,7,.03547665476799011
1441384632.30963,13,767718601,7,1,9,3,10,11,12,4,2,5,6,13,8,7,.03679496794939041
1441384778.207451,13,1003101795,7,2,1,3,10,5,12,4,11,6,9,13,8,7,.039214521646499634
1441385078.141137,13,1484602743,7,2,4,1,3,5,12,8,11,6,9,10,13,7,.039660803973674774
1441385078.141547,13,1484603255,7,2,4,1,3,5,12,13,11,6,9,10,8,7,.04329739511013031
1441385078.857813,13,1485717087,7,2,6,1,3,5,12,4,11,10,9,13,8,7,.0448128841817379
1441385078.866965,13,1485737175,7,2,9,1,3,5,12,4,11,10,6,13,8,7,.047541700303554535
1441388028.892124,14,25,1,2,2,3,4,5,6,7,8,10,9,11,12,13,.00019678949320223182
1441388028.892233,14,26,1,2,2,3,4,5,6,7,8,10,9,11,13,12,.002014241414144635
1441388028.892345,14,32,1,2,2,3,4,5,6,7,8,11,9,10,13,12,.0036283270455896854
1441388028.892487,14,146,1,2,2,3,4,5,6,7,10,8,9,11,13,12,.0037498422898352146
1441388028.892585,14,152,1,2,2,3,4,5,6,7,11,8,9,10,13,12,.010006736032664776
1441388028.892817,14,536,1,2,2,3,4,5,6,7,11,10,9,13,8,12,.01226902101188898
1441388028.893287,14,1472,1,2,2,3,4,5,6,8,11,7,9,10,13,12,.013681460171937943
1441388028.89359,14,1984,1,2,2,3,4,5,6,13,11,7,9,10,8,12,.014935947023332119
1441388028.899395,14,16389,1,2,2,3,4,5,12,7,11,6,9,13,8,10,.016620099544525146
1441388028.900907,14,19623,1,2,2,3,4,5,12,8,11,6,9,10,13,7,.020571056753396988
1441388028.901273,14,20135,1,2,2,3,4,5,12,13,11,6,9,10,8,7,.022457269951701164
1441388029.138958,14,382503,1,2,2,3,5,4,12,8,11,6,9,10,13,7,.02461690455675125
1441388029.139481,14,383015,1,2,2,3,5,4,12,13,11,6,9,10,8,7,.026874084025621414
1441388029.18595,14,448527,1,2,2,3,6,4,12,5,11,10,9,13,8,7,.02701617032289505
1441388029.192451,14,463635,1,2,2,3,10,4,12,5,11,6,9,13,8,7,.03086116537451744
1441388029.603711,14,1133967,1,2,2,3,6,5,12,4,11,10,9,13,8,7,.03410090133547783
1441388029.609872,14,1149075,1,2,2,3,10,5,12,4,11,6,9,13,8,7,.03895421698689461
1441388056.242418,14,43565735,1,4,4,2,3,5,12,13,11,6,9,10,8,7,.04220022261142731
1441388156.836757,14,203258127,1,4,4,3,6,5,12,2,11,10,9,13,8,7,.04283006116747856
1441388156.843537,14,203273235,1,4,4,3,10,5,12,2,11,6,9,13,8,7,.0489257276058197
1441388181.892414,14,243190035,1,4,4,3,10,5,12,11,2,6,9,13,8,7,.051567669957876205
1441388181.945127,14,243270673,1,4,4,3,10,11,12,5,2,6,9,13,8,7,.05461495369672775
1441388257.165188,14,362945501,1,4,4,3,10,5,12,13,11,6,9,2,8,7,.055997177958488464
1441391933.041081,15,25,1,2,3,2,4,5,6,7,8,10,9,11,12,13,.00018069993529934436
1441391933.041206,15,26,1,2,3,2,4,5,6,7,8,10,9,11,13,12,.001849556458182633
1441391933.041317,15,32,1,2,3,2,4,5,6,7,8,11,9,10,13,12,.0033316737972199917
1441391933.041485,15,146,1,2,3,2,4,5,6,7,10,8,9,11,13,12,.003443254390731454
1441391933.041652,15,152,1,2,3,2,4,5,6,7,11,8,9,10,13,12,.009188584052026272
1441391933.041923,15,536,1,2,3,2,4,5,6,7,11,10,9,13,8,12,.01126590184867382
1441391933.042469,15,1472,1,2,3,2,4,5,6,8,11,7,9,10,13,12,.012562860734760761
1441391933.04292,15,1984,1,2,3,2,4,5,6,13,11,7,9,10,8,12,.01371478009968996
1441391933.049688,15,16389,1,2,3,2,4,5,12,7,11,6,9,13,8,10,.01526123657822609
1441391933.051239,15,19623,1,2,3,2,4,5,12,8,11,6,9,10,13,7,.018889164552092552
1441391933.051661,15,20135,1,2,3,2,4,5,12,13,11,6,9,10,8,7,.020621158182621002
1441391933.297414,15,382503,1,2,3,2,5,4,12,8,11,6,9,10,13,7,.02260422334074974
1441391933.29793,15,383015,1,2,3,2,5,4,12,13,11,6,9,10,8,7,.024676859378814697
1441391933.34612,15,448527,1,2,3,2,6,4,12,5,11,10,9,13,8,7,.024807317182421684
1441391933.353091,15,463635,1,2,3,2,10,4,12,5,11,6,9,13,8,7,.028337953612208366
1441391933.762067,15,1133967,1,2,3,2,6,5,12,4,11,10,9,13,8,7,.03131280094385147
1441391933.768803,15,1149075,1,2,3,2,10,5,12,4,11,6,9,13,8,7,.03576930984854698
1441391935.304931,15,3630784,1,2,4,2,3,5,6,13,11,7,9,10,8,12,.03769858181476593
1441391935.33117,15,3645189,1,2,4,2,3,5,12,7,11,6,9,13,8,10,.04194941371679306
1441391935.33267,15,3648423,1,2,4,2,3,5,12,8,11,6,9,10,13,7,.051921699196100235
1441391935.333041,15,3648935,1,2,4,2,3,5,12,13,11,6,9,10,8,7,.0566825233399868
1441391936.024946,15,4762767,1,2,6,2,3,5,12,4,11,10,9,13,8,7,.058666519820690155
1441391936.033228,15,4782855,1,2,9,2,3,5,12,4,11,10,6,13,8,7,.062238942831754684
1441395825.991572,16,25,1,2,3,4,2,5,6,7,8,10,9,11,12,13,3109162571490742e-20
1441395825.99166,16,26,1,2,3,4,2,5,6,7,8,10,9,11,13,12,.00031823874451220036
1441395825.991731,16,32,1,2,3,4,2,5,6,7,8,11,9,10,13,12,.0005732551217079163
1441395825.991842,16,146,1,2,3,4,2,5,6,7,10,8,9,11,13,12,.000592453870922327
1441395825.991904,16,152,1,2,3,4,2,5,6,7,11,8,9,10,13,12,.0015810077311471105
