0,362921,1.874000,0.005862106335415148,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Northwestern,0.5171,11,Penn_State,0.6659,12,Purdue,0.4013,1,Wisconsin,0.9646
0,362924,1.874000,0.006635167741117512,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Penn_State,0.6448,11,Purdue,0.3289,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,362926,1.874000,0.010060723759085581,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,363646,1.875000,0.010856549266407797,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,367263,1.880000,0.01342671799926704,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,367372,1.881000,0.014656983964981829,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,383109,2.005000,0.014711230578139002,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,387435,2.012000,0.015940737907246313,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Michigan_State,0.699,8,Penn_State,0.658,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,387555,2.012000,0.016672510499831285,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Michigan_State,0.721,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,388149,2.013000,0.017498524566985443,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,593722,1.963000,0.015201715077684568,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Northwestern,0.6685,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Maryland,0.554,0,Michigan,0.995
0,392475,2.019000,0.018960983066931992,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,392595,2.020000,0.01983140248023539,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Purdue,0.4829,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Wisconsin,0.9646
0,362879,2.032000,0.0035769596406194206,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Michigan_State,0.992
0,362880,2.032000,0.0039941361947525055,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Michigan_State,0.992
0,362889,2.032000,0.004851519121057356,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,0,Michigan_State,0.992
0,362893,2.032000,0.006856216568742764,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,0,Michigan_State,0.992
0,366512,2.037000,0.0076064362634994,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Michigan_State,0.992
0,366520,2.037000,0.009239237015491423,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Minnesota,0.3499,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Michigan_State,0.992
0,362879,2.044000,0.0016089574715172847,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Penn_State,0.6448,11,Purdue,0.3289,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362880,2.044000,0.0016421026339369165,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Penn_State,0.6448,11,Wisconsin,0.6711,12,Purdue,0.4013,1,Rutgers,0.9599
0,362881,2.044000,0.0024396183024494125,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362903,2.044000,0.005444718472944656,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Penn_State,0.6448,11,Purdue,0.3289,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362904,2.044000,0.005556881834195426,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Penn_State,0.6448,11,Wisconsin,0.6711,12,Purdue,0.4013,1,Rutgers,0.9599
0,362905,2.044000,0.008255678023455762,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362911,2.044000,0.008648219831333329,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Northwestern,0.5085,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362912,2.044000,0.010491757270844728,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,1,Rutgers,0.9599
0,362920,2.044000,0.012743922222749792,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Rutgers,0.9599
0,363640,2.045000,0.013751994664758328,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Minnesota,0.6015,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Rutgers,0.9599
0,363745,2.045000,0.013777388958001421,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,383100,2.074000,0.014212640286696271,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,Penn_State,0.658,9,Purdue,0.4068,10,Nebraska,0.8271,11,Wisconsin,0.6711,12,Northwestern,0.7375,1,Rutgers,0.9599
0,383103,2.074000,0.01863472079923024,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,Penn_State,0.658,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Rutgers,0.9599
0,383329,2.074000,0.018669131484808203,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Northwestern,0.6685,8,Penn_State,0.658,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,388143,2.081000,0.022165387047144953,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Rutgers,0.9599
0,388369,2.081000,0.02220631742504601,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Michigan_State,0.7234,7,Northwestern,0.6685,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Rutgers,0.9599
0,362879,2.290000,0.0010156462703462662,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,OSU,0.9587
0,362880,2.291000,0.0011340998884608394,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,OSU,0.9587
0,362889,2.291000,0.0013775462392307616,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,0,OSU,0.9587
0,362893,2.291000,0.0019467624704661184,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,0,OSU,0.9587
0,362903,2.291000,0.003209257529369269,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Northwestern,0.4263,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,OSU,0.9587
0,362904,2.291000,0.003583549423027897,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Northwestern,0.4263,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,OSU,0.9587
0,362910,2.291000,0.003661814520229158,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Purdue,0.4068,10,Northwestern,0.5171,11,Wisconsin,0.6711,12,Rutgers,0.446,0,OSU,0.9587
0,362913,2.291000,0.004559762786719927,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Northwestern,0.5085,12,Rutgers,0.446,0,OSU,0.9587
0,362914,2.291000,0.0049539878167312945,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Rutgers,0.3341,12,Northwestern,0.7375,0,OSU,0.9587
0,362917,2.291000,0.006443903525424495,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Northwestern,0.5085,12,Wisconsin,0.8023,0,OSU,0.9587
0,362918,2.291000,0.007817547770992665,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,OSU,0.9587
0,363037,2.291000,0.008714689149509418,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Northwestern,0.6685,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,OSU,0.9587
0,362879,2.310000,0.0016376306124570306,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Penn_State,0.6448,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Purdue,0.9618
0,362880,2.311000,0.0018286255255920778,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Penn_State,0.6448,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Purdue,0.9618
0,362883,2.311000,0.0023913230595644917,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,0,Purdue,0.9618
0,362891,2.311000,0.003360116174510828,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,OSU,0.8308,11,Penn_State,0.6659,12,Wisconsin,0.8023,0,Purdue,0.9618
0,362903,2.311000,0.00554174849574865,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Penn_State,0.6448,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Purdue,0.9618
0,362904,2.311000,0.006188076040257448,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Penn_State,0.6448,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Purdue,0.9618
0,362907,2.311000,0.008092246729747978,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,0,Purdue,0.9618
0,362913,2.311000,0.008477017690056932,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Wisconsin,0.8498,11,Northwestern,0.5085,12,Rutgers,0.446,0,Purdue,0.9618
0,362914,2.311000,0.009209918217909509,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Wisconsin,0.8498,11,Rutgers,0.3341,12,Northwestern,0.7375,0,Purdue,0.9618
0,362915,2.311000,0.011685810506871373,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Northwestern,0.5171,11,Penn_State,0.6659,12,Wisconsin,0.8023,0,Purdue,0.9618
0,362918,2.311000,0.013499347809851911,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Penn_State,0.6448,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Purdue,0.9618
0,362920,2.311000,0.01765331460979588,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Purdue,0.9618
0,363640,2.312000,0.019049730850980537,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Purdue,0.9618
0,366543,2.316000,0.023559545286592126,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Penn_State,0.5848,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Purdue,0.9618
0,366652,2.317000,0.02571826395003563,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Purdue,0.9618
0,362879,2.346000,0.005793430955793707,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,362880,2.346000,0.006469111926666341,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,1,Northwestern,0.9787
0,362889,2.346000,0.00785777416646823,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,1,Northwestern,0.9787
0,362893,2.346000,0.011104687024677073,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,363613,2.347000,0.011983092335933854,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,366511,2.351000,0.01481995776057472,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,366625,2.352000,0.016177883774002658,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,383103,2.340000,0.025813449202261113,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,Penn_State,0.658,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Purdue,0.9618
0,378037,2.368000,0.016237759353104522,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Northwestern,0.9787
0,386715,2.345000,0.027970836703948565,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Michigan_State,0.699,8,Penn_State,0.658,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Purdue,0.9618
