0,109612,0.520000,0.016977435771725332,0,Illinois,0.946,1,Indiana,0.8564,2,Maryland,0.6501,3,Michigan,0.7923,4,Nebraska,0.8705,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,2,Iowa,0.9916
0,104450,0.446000,0.023418245727290066,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Nebraska,0.8705,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Maryland,0.9527
0,104570,0.542000,0.024493279423306168,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Nebraska,0.8705,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Maryland,0.9527
0,109612,0.553000,0.024879869342751458,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Nebraska,0.8705,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Maryland,0.9527
0,104450,0.614000,0.013775467768492953,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Nebraska,0.8705,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,1,Indiana,0.8564
0,104570,0.614000,0.01440784186696166,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Nebraska,0.8705,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,1,Indiana,0.8564
0,109612,0.622000,0.014635248182402994,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Nebraska,0.8705,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Indiana,0.8564
0,190275,0.711000,0.017597831037375364,0,Illinois,0.946,1,Indiana,0.8564,2,Maryland,0.6501,3,Michigan,0.7923,4,OSU,0.9044,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,2,Iowa,0.9916
0,190275,0.958000,0.015170054427943185,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,OSU,0.9044,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Indiana,0.8564
0,230475,1.085000,0.016379326400709267,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Indiana,0.8564
0,230595,1.085000,0.017131232756286068,0,Illinois,0.946,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Indiana,0.8564
0,190275,1.131000,0.013850380146203614,0,Indiana,0.7819,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,OSU,0.9044,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Illinois,0.946
0,230475,1.108000,0.01900063179567538,0,Illinois,0.946,1,Indiana,0.8564,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,2,Iowa,0.9916
0,230595,1.108000,0.01987287131625324,0,Illinois,0.946,1,Indiana,0.8564,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,2,Iowa,0.9916
0,362879,1.252000,0.0026105685655037226,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Michigan,0.995
0,362880,1.252000,0.002915036076436107,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Michigan,0.995
0,362889,1.252000,0.003540778925361134,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,0,Michigan,0.995
0,362893,1.252000,0.005003865084020394,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,0,Michigan,0.995
0,366512,1.258000,0.0055513971081766166,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Michigan,0.995
0,366520,1.258000,0.006743062305758514,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Minnesota,0.3499,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,0,Michigan,0.995
0,378038,1.276000,0.007664717606664034,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Minnesota,0.463,7,Nebraska,0.8325,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Michigan,0.995
0,378157,1.276000,0.008544320203414273,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Minnesota,0.463,7,Northwestern,0.6685,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,Michigan,0.995
0,380943,1.280000,0.009186320732107248,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Purdue,0.342,7,Minnesota,0.6015,8,Penn_State,0.658,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Michigan,0.995
0,381660,1.281000,0.009476403699609174,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Purdue,0.4068,10,Nebraska,0.8271,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Michigan,0.995
0,381663,1.281000,0.01242486501880347,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Michigan,0.995
0,381889,1.281000,0.012447808647963096,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Northwestern,0.6685,8,Penn_State,0.658,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,Michigan,0.995
0,386703,1.288000,0.014778967987633453,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Michigan,0.995
0,386929,1.288000,0.014806258679351796,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan_State,0.5765,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Northwestern,0.6685,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,Michigan,0.995
0,190275,1.314000,0.025789038039236278,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,OSU,0.9044,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,Penn_State,0.658,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Maryland,0.9527
0,362879,1.428000,0.001212035870644963,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,362880,1.428000,0.0013533941745686266,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Penn_State,0.9505
0,362891,1.428000,0.0016401233071364559,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,OSU,0.8308,11,Purdue,0.3289,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,362892,1.428000,0.0016739104981378415,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,OSU,0.8308,11,Wisconsin,0.6711,12,Purdue,0.4013,0,Penn_State,0.9505
0,362893,1.428000,0.001703158755251474,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,Purdue,0.4829,11,OSU,0.5876,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,362903,1.428000,0.004101534199377559,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,362904,1.428000,0.004579891261203123,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Penn_State,0.9505
0,362910,1.428000,0.004679916569191311,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Northwestern,0.5171,11,Wisconsin,0.6711,12,Rutgers,0.446,0,Penn_State,0.9505
0,362913,1.428000,0.005827523294603441,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Northwestern,0.5085,12,Rutgers,0.446,0,Penn_State,0.9505
0,362914,1.428000,0.006331355544912143,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Rutgers,0.3341,12,Northwestern,0.7375,0,Penn_State,0.9505
0,362917,1.428000,0.008235515674621656,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Northwestern,0.5085,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,362918,1.428000,0.009991077139981314,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Penn_State,0.9505
0,363037,1.428000,0.011137652636646542,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Northwestern,0.6685,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,365823,1.432000,0.01197451018773276,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Purdue,0.342,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Penn_State,0.9505
0,366540,1.433000,0.01235263779191045,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Purdue,0.4068,10,Nebraska,0.8271,11,Wisconsin,0.6711,12,Northwestern,0.7375,0,Penn_State,0.9505
0,366543,1.433000,0.016196002413551437,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Penn_State,0.9505
0,366769,1.433000,0.016225909786603984,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Northwestern,0.6685,8,OSU,0.8482,9,Minnesota,0.5932,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,0,Penn_State,0.9505
0,388143,1.468000,0.017651665030758424,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Purdue,0.4801,6,Michigan_State,0.7234,7,Minnesota,0.6015,8,OSU,0.8482,9,Rutgers,0.5624,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Penn_State,0.9505
0,391755,1.473000,0.019126922413952148,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Purdue,0.4801,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Penn_State,0.9505
0,391875,1.473000,0.020004959408504754,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Penn_State,0.9505
0,230475,1.449000,0.027844796049438448,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Maryland,0.9527
0,230595,1.450000,0.029123034153198682,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Maryland,0.9527
0,230475,1.263000,0.014954455059218328,0,Indiana,0.7819,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Minnesota,0.5932,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Illinois,0.946
0,230595,1.560000,0.01564095153215796,0,Indiana,0.7819,1,Iowa,0.8548,2,Maryland,0.6501,3,Michigan,0.7923,4,Penn_State,0.7923,5,Purdue,0.4801,6,Rutgers,0.6395,7,Minnesota,0.6015,8,OSU,0.8482,9,Michigan_State,0.721,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,0,Illinois,0.946
0,362879,1.623000,0.00684016107944231,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,362880,1.623000,0.007637920941318425,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Rutgers,0.446,1,Minnesota,0.9635
0,362889,1.623000,0.009277480207263405,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Rutgers,0.446,1,Minnesota,0.9635
0,362893,1.623000,0.013111030159015305,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Nebraska,0.6915,7,Northwestern,0.6685,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Penn_State,0.6659,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,366512,1.735000,0.014545662940115616,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Wisconsin,0.6711,12,Northwestern,0.7375,1,Minnesota,0.9635
0,366520,1.735000,0.017668040958427816,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Rutgers,0.6395,7,Nebraska,0.8325,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Penn_State,0.6659,12,Northwestern,0.7375,1,Minnesota,0.9635
0,378157,1.751000,0.017766178097032518,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Michigan_State,0.7234,7,Northwestern,0.6685,8,Penn_State,0.658,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,381663,1.756000,0.019215522847380012,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Michigan_State,0.699,8,Penn_State,0.658,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Minnesota,0.9635
0,381889,1.757000,0.020134739190670613,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,OSU,0.8944,6,Rutgers,0.6395,7,Northwestern,0.6685,8,Penn_State,0.658,9,Michigan_State,0.721,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,383197,1.758000,0.021132284090111066,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Michigan_State,0.7234,7,Northwestern,0.6685,8,OSU,0.8482,9,Rutgers,0.5624,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,386703,1.763000,0.022856231966889927,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Michigan_State,0.699,8,OSU,0.8482,9,Purdue,0.4068,10,Wisconsin,0.8498,11,Nebraska,0.8564,12,Northwestern,0.7375,1,Minnesota,0.9635
0,386929,1.764000,0.023949609552130647,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Penn_State,0.8253,6,Rutgers,0.6395,7,Northwestern,0.6685,8,OSU,0.8482,9,Michigan_State,0.721,10,Purdue,0.4829,11,Nebraska,0.8564,12,Wisconsin,0.8023,1,Minnesota,0.9635
0,362879,1.874000,0.0008988017250090923,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Penn_State,0.6448,11,Purdue,0.3289,12,Rutgers,0.446,1,Wisconsin,0.9646
0,362881,1.874000,0.001362828525565369,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,OSU,0.7039,10,Purdue,0.4829,11,Penn_State,0.6659,12,Rutgers,0.446,1,Wisconsin,0.9646
0,362897,1.874000,0.0016855791305830773,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,Northwestern,0.1518,9,Rutgers,0.5624,10,OSU,0.8308,11,Penn_State,0.6659,12,Purdue,0.4013,1,Wisconsin,0.9646
0,362903,1.874000,0.003041548606661823,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Penn_State,0.6448,11,Purdue,0.3289,12,Rutgers,0.446,1,Wisconsin,0.9646
0,362905,1.874000,0.004611817142440846,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Northwestern,0.4263,10,Purdue,0.4829,11,Penn_State,0.6659,12,Rutgers,0.446,1,Wisconsin,0.9646
0,362911,1.874000,0.004831100287150588,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Northwestern,0.5085,12,Rutgers,0.446,1,Wisconsin,0.9646
0,362912,1.874000,0.005248784439764127,0,Illinois,0.946,1,Indiana,0.8564,2,Iowa,0.9916,3,Michigan,0.7923,4,Maryland,0.5455,5,Michigan_State,0.6889,6,Minnesota,0.463,7,Nebraska,0.8325,8,OSU,0.8482,9,Penn_State,0.5848,10,Purdue,0.4829,11,Rutgers,0.3341,12,Northwestern,0.7375,1,Wisconsin,0.9646
