0,363037,0.723837,0.008219446911578727,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362879,0.767103,0.0009742793395841184,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Penn_State,0.6508,11,Purdue,0.3773,12,Rutgers,0.4527,1,Wisconsin,0.934
0,362881,0.767172,0.0012435344921605986,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Purdue,0.485,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Wisconsin,0.934
0,362891,0.767197,0.0012591507054156674,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Purdue,0.4183,10,OSU,0.7988,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Wisconsin,0.934
0,362897,0.767218,0.0016867776104134407,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Rutgers,0.5793,10,OSU,0.7988,11,Penn_State,0.6462,12,Purdue,0.4379,1,Wisconsin,0.934
0,362903,0.767238,0.002951539993200024,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Penn_State,0.6508,11,Purdue,0.3773,12,Rutgers,0.4527,1,Wisconsin,0.934
0,362905,0.767255,0.003767237626225773,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Purdue,0.485,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Wisconsin,0.934
0,362912,0.767276,0.004000746997051043,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Northwestern,0.711,1,Wisconsin,0.934
0,362921,0.767298,0.004819590561515875,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Northwestern,0.515,11,Penn_State,0.6462,12,Purdue,0.4379,1,Wisconsin,0.934
0,362924,0.767319,0.0057738429593072035,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Northwestern,0.711,1,Wisconsin,0.934
0,362926,0.767337,0.007369521840914719,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Northwestern,0.711,1,Wisconsin,0.934
0,363646,0.767760,0.008017827369188144,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Northwestern,0.711,1,Wisconsin,0.934
0,367263,0.769823,0.00912992575292843,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,367372,0.769908,0.00985460471865834,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Nebraska,0.8006,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Penn_State,0.6462,12,Northwestern,0.711,1,Wisconsin,0.934
0,365823,0.739266,0.00868943515022048,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Purdue,0.3608,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Penn_State,0.9256
0,366543,0.739701,0.010828996649284326,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Penn_State,0.9256
0,366769,0.739844,0.010991133762560586,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,380943,0.760730,0.009492900281900267,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Purdue,0.3608,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan_State,0.9824
0,381663,0.761195,0.01183029547577438,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan_State,0.9824
0,381889,0.761340,0.012007424532119044,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,386703,0.764019,0.013675381192644375,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan_State,0.9824
0,386929,0.764165,0.01388013578823051,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,362879,0.789647,0.0035593813111663643,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,1,Nebraska,0.9416
0,362880,0.789708,0.0037904288034381582,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,1,Nebraska,0.9416
0,362889,0.789731,0.004707831770948277,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Nebraska,0.9416
0,362891,0.789749,0.005136867874453436,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,1,Nebraska,0.9416
0,362893,0.789768,0.006556510154758365,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Nebraska,0.9416
0,365800,0.791440,0.006931411616185261,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Purdue,0.3608,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Nebraska,0.9416
0,366512,0.791872,0.006954818023521317,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,1,Nebraska,0.9416
0,366520,0.791894,0.008638102692391472,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Nebraska,0.9416
0,366625,0.791975,0.008767436653799691,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Nebraska,0.9416
0,388143,0.787868,0.012164857902452367,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Penn_State,0.9256
0,391755,0.790034,0.012505272804202109,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Penn_State,0.9256
0,391875,0.790122,0.01303501031932463,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Penn_State,0.9256
0,383078,0.821361,0.009354867459723734,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,1,Nebraska,0.9416
0,383109,0.831471,0.010623686943398323,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Michigan_State,0.698,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,387435,0.834838,0.010920974538210912,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,387555,0.834949,0.011383599384959094,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,388149,0.835421,0.012280586644669682,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,392475,0.838835,0.01262424003787797,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,392595,0.838948,0.013159017139720052,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Northwestern,0.711,1,Wisconsin,0.934
0,362879,0.873840,0.002384134080763517,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,Michigan,0.9878
0,362880,0.873917,0.0025388936168862773,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,Michigan,0.9878
0,362889,0.873942,0.00315338571240097,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,0,Michigan,0.9878
0,362891,0.873960,0.00344076138441332,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,0,Michigan,0.9878
0,362893,0.873979,0.004391661905340852,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,0,Michigan,0.9878
0,366520,0.876108,0.005318107745272928,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Minnesota,0.3679,6,Rutgers,0.6227,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,0,Michigan,0.9878
0,378038,0.882929,0.006050378836920103,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,OSU,0.8762,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,0,Michigan,0.9878
0,378157,0.883024,0.007066387854956975,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,OSU,0.8762,6,Minnesota,0.4676,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan,0.9878
0,380943,0.884698,0.00747044413967271,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,OSU,0.8762,6,Purdue,0.3608,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan,0.9878
0,381663,0.885145,0.00930985882956142,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan,0.9878
0,381889,0.885296,0.009449250657310702,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan,0.9878
0,386690,0.877373,0.009616649086169344,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,1,Nebraska,0.9416
0,386810,0.892078,0.010024021229942236,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,1,Nebraska,0.9416
0,391852,0.894948,0.010397801512123486,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Nebraska,0.9416
0,386703,0.891734,0.010761850251726247,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Michigan,0.9878
0,386929,0.891922,0.010922982015807237,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan_State,0.5963,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan,0.9878
0,635115,0.968564,0.0152784760144409,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Maryland,0.5324,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Rutgers,0.9371
0,635235,0.968720,0.015925689557517653,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Maryland,0.5324,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Rutgers,0.9371
0,362879,1.003886,0.005263712952676522,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,362880,1.003951,0.005605392467017724,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,1,Minnesota,0.9416
0,362889,1.003978,0.006962073716019534,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Minnesota,0.9416
0,362891,1.003997,0.007596544343850623,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,362893,1.004017,0.009695951180529109,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,366520,1.006838,0.011741366749624133,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Minnesota,0.9416
0,593602,1.024595,0.014720724631571935,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Maryland,0.5473,1,Northwestern,0.9621
0,378157,1.050788,0.0128472147400256,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Michigan_State,0.698,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,381663,1.071100,0.013011903671149877,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Minnesota,0.9416
0,381889,1.071258,0.013766176148843757,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,383197,1.072019,0.014850902007763206,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Minnesota,0.9416
0,386703,1.074044,0.015041276281672554,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Minnesota,0.9416
0,386929,1.074195,0.015913187188437875,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Northwestern,0.6714,8,OSU,0.8159,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Minnesota,0.9416
