0,226863,0.602912,0.01721830322720759,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Maryland,0.9282
0,230475,0.605064,0.017700131050301653,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Maryland,0.9282
0,230595,0.605166,0.018449928642624396,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Penn_State,0.7619,5,Purdue,0.4826,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,Maryland,0.9282
0,362879,0.593586,0.0016155848206946388,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362881,0.593664,0.0020620733376143,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362891,0.593689,0.0020879687005421325,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Purdue,0.4183,10,OSU,0.7988,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362903,0.593714,0.004894349101893698,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362905,0.593732,0.006246968069217254,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362912,0.593753,0.007064821391034322,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,1,Rutgers,0.9371
0,362920,0.593774,0.008774730334102957,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Rutgers,0.9371
0,363640,0.594196,0.009546653710884935,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,1,Rutgers,0.9371
0,363745,0.594274,0.009689590949140828,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,362879,0.614098,0.0043367314497519144,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,362880,0.614146,0.004618238497894802,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,1,Northwestern,0.9621
0,362889,0.614171,0.005735997443477721,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,1,Northwestern,0.9621
0,362891,0.614191,0.00625873277315785,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,362893,0.614219,0.007988417453212111,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,363613,0.614639,0.0086911679584512,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Nebraska,0.6915,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,366511,0.616292,0.009896660842540025,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,366625,0.616380,0.010682198659345514,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Nebraska,0.8006,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,362879,0.605803,0.0009515889347613069,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,OSU,0.9356
0,362880,0.605865,0.0010133587250224527,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,OSU,0.9356
0,362889,0.605889,0.001258623403426281,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,0,OSU,0.9356
0,362891,0.605908,0.00137332480038755,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,0,OSU,0.9356
0,362893,0.605925,0.001752861513978599,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,0,OSU,0.9356
0,362903,0.605947,0.0026752493636317733,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Northwestern,0.4651,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,OSU,0.9356
0,362904,0.605964,0.0028489058512718365,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Northwestern,0.4651,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,OSU,0.9356
0,362913,0.605985,0.0034320046979287333,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Northwestern,0.5075,12,Rutgers,0.4527,0,OSU,0.9356
0,362914,0.606002,0.0037577576005267976,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Rutgers,0.3538,12,Northwestern,0.711,0,OSU,0.9356
0,362915,0.606023,0.0037732529953522025,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Northwestern,0.515,11,Purdue,0.3773,12,Wisconsin,0.7482,0,OSU,0.9356
0,362917,0.606050,0.004779689408616163,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Northwestern,0.5075,12,Wisconsin,0.7482,0,OSU,0.9356
0,362918,0.606067,0.005573068645179031,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,0,OSU,0.9356
0,363037,0.606154,0.006508925416177981,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,OSU,0.9356
0,365823,0.607751,0.006881105980723103,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Purdue,0.3608,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,366543,0.608173,0.00857541052098537,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,366769,0.608322,0.008703805824083314,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Rutgers,0.6227,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,OSU,0.9356
0,378037,0.622852,0.011515868739941341,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Michigan_State,0.698,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,381649,0.624923,0.011838122674767804,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,381769,0.625016,0.01233959895502455,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,383077,0.625776,0.013311915590413146,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,386689,0.627798,0.013684429143316858,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,386809,0.627884,0.014264117056067954,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,OSU,0.8159,9,Michigan_State,0.6958,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Northwestern,0.9621
0,383103,0.623413,0.012649394369754676,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Michigan_State,0.698,7,Minnesota,0.589,8,Penn_State,0.6392,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Rutgers,0.9371
0,383329,0.623602,0.012838787381335353,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Michigan_State,0.698,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,388143,0.626350,0.01462222902350303,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Minnesota,0.589,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,1,Rutgers,0.9371
0,388369,0.626497,0.01484116029482186,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Northwestern,0.6714,8,OSU,0.8159,9,Minnesota,0.5817,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,1,Rutgers,0.9371
0,383103,0.671285,0.00894052695245941,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Michigan_State,0.698,7,Minnesota,0.589,8,Purdue,0.3608,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,386655,0.688616,0.008975684918566625,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Minnesota,0.49,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,386715,0.688697,0.009190713894922493,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Purdue,0.3608,9,Minnesota,0.5817,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,386835,0.688784,0.009580042941727636,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Penn_State,0.7935,6,Rutgers,0.6227,7,Minnesota,0.589,8,Purdue,0.3608,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,388143,0.689689,0.009633270174654303,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Michigan_State,0.698,7,Minnesota,0.589,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,391755,0.691816,0.009902842474333411,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Rutgers,0.6227,7,Michigan_State,0.6759,8,Penn_State,0.6392,9,Minnesota,0.5817,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,391875,0.691904,0.010322338094072339,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Purdue,0.4826,6,Rutgers,0.6227,7,Minnesota,0.589,8,Penn_State,0.6392,9,Michigan_State,0.6958,10,Wisconsin,0.7971,11,Nebraska,0.8241,12,Northwestern,0.711,0,OSU,0.9356
0,362879,0.702475,0.003029585211296362,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,362880,0.702538,0.0032262424403203477,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Penn_State,0.5744,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,Michigan_State,0.9824
0,362889,0.702562,0.00400709456606725,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Rutgers,0.4527,0,Michigan_State,0.9824
0,362891,0.702580,0.004372270792119163,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Penn_State,0.6508,11,Purdue,0.3773,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,362893,0.702599,0.005580606421755173,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Nebraska,0.6915,7,Northwestern,0.6714,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Penn_State,0.6462,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,366520,0.704683,0.006757866810913492,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Minnesota,0.3679,6,Rutgers,0.6227,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Penn_State,0.6462,12,Northwestern,0.711,0,Michigan_State,0.9824
0,378038,0.711112,0.007688383969245315,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,0,Michigan_State,0.9824
0,378157,0.711197,0.008979454769509404,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,OSU,0.8762,6,Minnesota,0.4676,7,Northwestern,0.6714,8,Penn_State,0.6392,9,Rutgers,0.5793,10,Purdue,0.485,11,Nebraska,0.8241,12,Wisconsin,0.7482,0,Michigan_State,0.9824
0,362879,0.723515,0.0011151476919638856,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362880,0.723568,0.0011875344511269564,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,OSU,0.6804,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,Penn_State,0.9256
0,362886,0.723591,0.0012024474200501734,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Purdue,0.4183,10,OSU,0.7988,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,Penn_State,0.9256
0,362891,0.723611,0.0016676192804118849,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,Northwestern,0.1841,9,Rutgers,0.5793,10,OSU,0.7988,11,Purdue,0.3773,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362903,0.723635,0.0033782949893621677,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Purdue,0.485,11,Rutgers,0.3538,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362904,0.723653,0.0035975877588661806,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Northwestern,0.4651,10,Purdue,0.485,11,Wisconsin,0.6227,12,Rutgers,0.4527,0,Penn_State,0.9256
0,362913,0.723675,0.00433392282308227,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Northwestern,0.5075,12,Rutgers,0.4527,0,Penn_State,0.9256
0,362914,0.723692,0.00474528238214904,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Purdue,0.4183,10,Wisconsin,0.7971,11,Rutgers,0.3538,12,Northwestern,0.711,0,Penn_State,0.9256
0,362915,0.723710,0.0047648499093517335,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Northwestern,0.515,11,Purdue,0.3773,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362917,0.723728,0.006035774084967857,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Northwestern,0.5075,12,Wisconsin,0.7482,0,Penn_State,0.9256
0,362918,0.723746,0.007037650446843048,0,Illinois,0.9202,1,Indiana,0.8075,2,Iowa,0.9819,3,Michigan,0.7619,4,Maryland,0.5398,5,Michigan_State,0.6669,6,Minnesota,0.4676,7,Nebraska,0.8006,8,OSU,0.8159,9,Rutgers,0.5793,10,Purdue,0.485,11,Wisconsin,0.6227,12,Northwestern,0.711,0,Penn_State,0.9256
